ID_Expediente,CURP,RFC,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo_Biologico,Estado,Latitud,Longitud,Afiliacion_Salud,Numero_Seguridad_Social,Tipo_Servicio_Ingreso,Antecedentes_Familiares_Diabetes,Antecedentes_Familiares_Hipertension,Antecedentes_Familiares_Cancer,Antecedentes_Personales_Tabaquismo,Antecedentes_Personales_Alcoholismo,Alergias_Declaradas,Clasificacion_Triage,Presion_Sistolica_mmHg,Presion_Diastolica_mmHg,Frecuencia_Cardiaca_lpm,Frecuencia_Respiratoria_rpm,Temperatura_C,Saturacion_Oxigeno_SpO2,Estatura_cm,Peso_kg,IMC,Estado_Nutricional,CIE10_Diagnostico,Diagnostico_Principal,Sintoma_Principal,Tratamiento_Farmacologico,Medico_Tratante_Cedula,Fecha_Hora_Apertura_Expediente
EXP-2026-05341,GEDF850929HPLÓÍR05,GEDF850929981,Fernando,Gómez,Díaz,1985-09-29,40,MASCULINO,Puebla,19.989897,-97.118514,Particular,51-69-31-3073,Medicina Interna,Sí,No,No,Sí,No,Ninguna,Amarillo / Valorable,120,80,101,18,38.8,96,162.3,81.2,30.8,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,5974658,2026-07-08 14:35:04
EXP-2026-05342,GOGJ700219HPLNÓR02,GOGJ700219464,Jorge Luis,González,Gómez,1970-02-19,56,MASCULINO,Puebla,19.790602,-97.543819,ISSSTE,28-24-40-2821,Consulta General,No,Sí,No,No,Sí,Sulfonamidas,Amarillo / Valorable,121,81,97,20,38.5,96,168.8,74.3,26.1,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,2268672,2026-01-29 17:51:04
EXP-2026-05343,LERJ520414HPLÓDN07,LERJ520414G18,Juan,López,Rodríguez,1952-04-14,74,MASCULINO,Puebla,20.186368,-97.515008,ISSSTE,18-90-92-6224,Pediatría,No,Sí,Sí,No,No,Medio de Contraste Yodado,Amarillo / Valorable,119,82,100,20,39.0,97,163.4,81.5,30.5,Obesidad,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,6087597,2026-05-30 10:18:04
EXP-2026-05344,GEHC000601MPLÓRR03,GEHC000601541,Carmen Margarita,Gómez,Hernández,2000-06-01,26,FEMENINO,Puebla,18.020147,-98.249426,Particular,53-35-38-9767,Consulta General,No,No,No,No,No,Ninguna,Naranja / Urgencia,118,82,105,23,36.5,90,154.9,62.4,26.0,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,1380672,2026-05-22 06:30:04
EXP-2026-05345,GOCJ840918HPLNRV06,GOCJ840918E74,Javier Juan,González,Cruz,1984-09-18,41,MASCULINO,Puebla,19.793823,-97.321622,ISSSTEP,25-99-74-8991,Medicina Interna,No,No,Sí,Sí,No,Penicilina,Amarillo / Valorable,121,78,91,18,38.8,97,163.5,86.4,32.3,Obesidad,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,8406101,2026-02-14 01:05:04
EXP-2026-05346,PESP800515MPLÉÁT04,PESP800515Z72,Patricia Teresa,Pérez,Sánchez,1980-05-15,46,FEMENINO,Puebla,19.304702,-97.411368,ISSSTE,35-24-56-5111,Medicina Interna,Sí,No,Sí,No,Sí,Medio de Contraste Yodado,Amarillo / Valorable,117,80,95,22,38.2,96,153.5,66.6,28.3,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,7602642,2026-03-07 13:08:04
EXP-2026-05347,MOCV001210MPLRSR01,MOCV001210B77,Verónica Elena,Morales,Castro,2000-12-10,25,FEMENINO,Puebla,18.328323,-96.850257,IMSS,10-25-11-5418,Consulta General,No,Sí,No,No,Sí,Ninguna,Amarillo / Valorable,121,80,105,22,38.3,98,149.1,58.6,26.4,Sobrepeso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,4570072,2026-07-04 03:57:04
EXP-2026-05348,HERV680123MPLRMR08,HERV680123711,Verónica Luisa,Hernández,Ramírez,1968-01-23,58,FEMENINO,Puebla,18.967384,-97.306711,IMSS,29-75-30-8335,Urgencias,No,No,No,No,No,Penicilina,Amarillo / Valorable,117,76,99,22,38.3,96,152.5,70.5,30.3,Obesidad,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,5009025,2026-03-09 03:50:04
EXP-2026-05349,ROMJ880301HPLDRS07,ROMJ880301U28,Jesús Pedro,Rodríguez,Martínez,1988-03-01,38,MASCULINO,Puebla,19.551826,-97.583947,ISSSTEP,78-41-63-7667,Urgencias,No,Sí,No,No,No,Penicilina,Amarillo / Valorable,121,80,106,22,38.0,97,166.4,79.1,28.6,Sobrepeso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,9503111,2026-04-03 17:21:04
EXP-2026-05350,SEJR911004HPLÁMF04,SEJR911004Y95,Rafael,Sánchez,Jiménez,1991-10-04,34,MASCULINO,Puebla,20.463923,-96.929169,ISSSTEP,57-56-38-8245,Pediatría,No,Sí,Sí,Sí,Sí,Ninguna,Naranja / Urgencia,174,97,72,17,36.7,99,161.2,87.3,33.6,Obesidad,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,6021189,2026-04-19 00:19:04
EXP-2026-05351,GOJL030508MPLNMT07,GOJL030508N59,Leticia Ana,González,Jiménez,2003-05-08,23,FEMENINO,Puebla,18.885729,-97.17745,IMSS,42-89-89-1077,Pediatría,Sí,No,Sí,No,No,Ninguna,Rojo / Emergencia,119,76,100,24,36.4,88,157.5,62.7,25.3,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,6926465,2026-03-12 15:26:04
EXP-2026-05352,GORJ901024HPLNYV09,GORJ901024A69,Javier,González,Reyes,1990-10-24,35,MASCULINO,Puebla,19.844819,-97.032058,ISSSTE,46-13-71-3267,Consulta General,Sí,Sí,No,Sí,No,Sulfonamidas,Naranja / Urgencia,164,107,75,18,36.2,99,167.7,79.8,28.4,Sobrepeso,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,9468398,2026-06-01 18:52:04
EXP-2026-05353,HEJL770316MPLRMS03,HEJL770316O94,Luisa Sofia,Hernández,Jiménez,1977-03-16,49,FEMENINO,Puebla,18.687167,-96.880605,IMSS,14-73-78-9178,Urgencias,Sí,Sí,No,No,No,Penicilina,Verde / No Urgente,117,78,77,17,36.2,98,154.7,68.5,28.6,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,9968027,2026-02-11 07:46:04
EXP-2026-05354,REPG420713MPLYÉB01,REPG420713916,Gabriela,Reyes,Pérez,1942-07-13,84,FEMENINO,Puebla,19.626516,-97.247947,Particular,94-31-90-5008,Urgencias,Sí,Sí,No,No,No,Penicilina,Amarillo / Valorable,119,76,89,21,38.2,96,164.8,73.2,27.0,Sobrepeso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,2103558,2026-02-16 06:06:04
EXP-2026-05355,HETP570515MPLRRT08,HETP570515864,Patricia Teresa,Hernández,Torres,1957-05-15,69,FEMENINO,Puebla,19.804229,-98.172109,ISSSTE,22-97-70-1086,Pediatría,No,No,No,No,No,Ninguna,Amarillo / Valorable,120,76,97,20,37.7,98,153.1,56.2,24.0,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,3621830,2026-03-16 14:26:04
EXP-2026-05356,FORS990207MPLLYF09,FORS990207R98,Sofia Patricia,Flores,Reyes,1999-02-07,27,FEMENINO,Puebla,18.251493,-98.210814,ISSSTEP,63-25-61-2730,Consulta General,No,No,No,Sí,Sí,Ninguna,Rojo / Emergencia,122,77,111,26,36.6,86,154.9,70.6,29.4,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,5049565,2026-03-18 19:55:04
EXP-2026-05357,FOGR710304HPLLÓF01,FOGR710304845,Rafael Javier,Flores,Gómez,1971-03-04,55,MASCULINO,Puebla,19.618194,-97.857565,Particular,80-62-95-6112,Medicina Interna,No,No,No,No,No,Ninguna,Verde / No Urgente,119,78,69,17,36.7,99,171.5,90.7,30.8,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,9366270,2026-07-15 23:09:04
EXP-2026-05358,DAVM690626HPLÍÁN06,DAVM690626755,Manuel Jorge,Díaz,Vázquez,1969-06-26,57,MASCULINO,Puebla,20.572987,-97.569519,IMSS,88-12-22-4760,Pediatría,Sí,No,No,No,Sí,AINES (Aspirina/Ibuprofeno),Naranja / Urgencia,160,96,76,18,36.7,98,179.2,81.4,25.3,Sobrepeso,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,1182246,2026-03-12 04:44:04
EXP-2026-05359,TOCR920904MPLRRS01,TOCR920904S53,Rosa Luisa,Torres,Cruz,1992-09-04,33,FEMENINO,Puebla,18.827649,-97.089919,ISSSTEP,11-14-26-1979,Pediatría,No,No,No,No,No,Penicilina,Verde / No Urgente,118,79,72,16,36.3,98,153.0,75.2,32.1,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,2587106,2026-03-12 10:16:04
EXP-2026-05360,TOGR650406MPLRNS05,TOGR650406799,Rosa Luisa,Torres,González,1965-04-06,61,FEMENINO,Puebla,18.369521,-96.975469,ISSSTE,48-69-62-3629,Consulta General,Sí,No,No,No,No,Penicilina,Verde / No Urgente,116,80,72,17,36.5,98,152.2,74.3,32.1,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,8450694,2026-06-01 03:50:04
EXP-2026-05361,GEJV960112MPLÓMR08,GEJV960112512,Verónica,Gómez,Jiménez,1996-01-12,30,FEMENINO,Puebla,20.576073,-98.116193,ISSSTEP,21-17-53-5922,Pediatría,No,Sí,No,No,Sí,Medio de Contraste Yodado,Amarillo / Valorable,118,77,97,21,37.8,96,152.1,73.6,31.8,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,8247338,2026-01-17 14:30:04
EXP-2026-05362,JIMV000229MPLMRR01,JIMV000229O35,Verónica,Jiménez,Morales,2000-02-29,26,FEMENINO,Puebla,19.412748,-97.108554,ISSSTE,29-47-97-3378,Urgencias,Sí,Sí,No,No,No,Ninguna,Verde / No Urgente,122,82,68,14,36.4,97,161.3,85.0,32.7,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,9261567,2026-03-20 20:31:04
EXP-2026-05363,ROVL001019HPLDÁS05,ROVL001019Y38,Luis,Rodríguez,Vázquez,2000-10-19,25,MASCULINO,Puebla,19.246746,-98.370832,ISSSTE,72-64-24-4614,Medicina Interna,No,No,No,Sí,Sí,Medio de Contraste Yodado,Amarillo / Valorable,117,79,90,20,39.2,99,160.5,86.2,33.5,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,2559852,2026-03-20 12:50:04
EXP-2026-05364,GOGM501230HPLNTN07,GOGM501230T47,Manuel,González,Gutiérrez,1950-12-30,75,MASCULINO,Puebla,19.282509,-96.907437,IMSS-Bienestar,86-77-93-3533,Pediatría,No,Sí,Sí,Sí,Sí,Sulfonamidas,Verde / No Urgente,116,79,75,16,36.4,98,161.8,79.9,30.5,Obesidad,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,8990629,2026-04-02 08:17:04
EXP-2026-05365,GUGJ650429HPLTRR07,GUGJ650429A60,Jorge Ricardo,Gutiérrez,García,1965-04-29,61,MASCULINO,Puebla,20.331037,-97.644437,ISSSTE,86-15-37-8076,Consulta General,No,Sí,No,No,No,Penicilina,Amarillo / Valorable,118,76,95,20,38.5,98,160.4,74.1,28.8,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,9408632,2026-07-13 01:37:04
EXP-2026-05366,MAVJ300404HPLRÁS03,MAVJ300404811,Jesús,Martínez,Vázquez,1930-04-04,96,MASCULINO,Puebla,18.21048,-97.255914,IMSS-Bienestar,67-61-96-1159,Urgencias,Sí,No,No,No,No,Penicilina,Naranja / Urgencia,120,79,95,24,36.7,89,167.3,79.8,28.5,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,1445824,2026-01-18 08:13:04
EXP-2026-05367,MASJ480311HPLRÁN09,MASJ480311A98,Juan,Martínez,Sánchez,1948-03-11,78,MASCULINO,Puebla,18.006251,-97.266243,ISSSTE,36-21-10-3004,Consulta General,No,No,No,No,No,Ninguna,Naranja / Urgencia,119,80,109,28,36.3,89,159.9,58.9,23.0,Normal,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,9746881,2026-04-24 11:12:04
EXP-2026-05368,DAGR570824HPLÍRF09,DAGR570824H52,Rafael Alejandro,Díaz,García,1957-08-24,68,MASCULINO,Puebla,18.907564,-97.192725,IMSS-Bienestar,86-79-29-4748,Pediatría,No,Sí,No,No,Sí,Ninguna,Amarillo / Valorable,122,82,107,22,38.0,96,170.9,78.0,26.7,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,8918319,2026-04-06 08:11:04
EXP-2026-05369,SELM860910HPLÁÓN07,SELM860910Z31,Manuel Carlos,Sánchez,López,1986-09-10,39,MASCULINO,Puebla,20.595857,-97.089977,IMSS,80-70-15-9607,Pediatría,No,Sí,No,Sí,No,Ninguna,Amarillo / Valorable,117,76,108,21,38.6,96,162.7,52.5,19.8,Normal,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,6086241,2026-05-17 17:37:04
EXP-2026-05370,PEGM920116HPLÉÓG08,PEGM920116P47,Miguel,Pérez,Gómez,1992-01-16,34,MASCULINO,Puebla,19.277446,-97.28589,ISSSTEP,21-78-98-6603,Consulta General,Sí,Sí,No,No,No,Ninguna,Verde / No Urgente,121,79,76,16,36.3,99,162.7,86.7,32.8,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,4988087,2026-04-15 21:15:04
EXP-2026-05371,REMV670217MPLYRR07,REMV670217123,Verónica Gabriela,Reyes,Morales,1967-02-17,59,FEMENINO,Puebla,20.287272,-98.174753,ISSSTEP,16-35-88-2311,Consulta General,Sí,Sí,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,118,82,73,17,36.6,99,153.0,60.7,25.9,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,6024745,2026-02-15 12:44:04
EXP-2026-05372,SEPL631011MPLÁÉS02,SEPL631011G80,Luisa Sofia,Sánchez,Pérez,1963-10-11,62,FEMENINO,Puebla,18.232449,-97.254676,ISSSTE,71-32-38-7584,Consulta General,No,No,No,Sí,Sí,Ninguna,Amarillo / Valorable,118,77,108,20,39.4,97,147.7,72.7,33.3,Obesidad,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,6949069,2026-02-18 19:43:04
EXP-2026-05373,REMM690928HPLYRN09,REMM690928N49,Manuel,Reyes,Morales,1969-09-28,56,MASCULINO,Puebla,20.531834,-98.085698,IMSS-Bienestar,94-20-78-9123,Pediatría,Sí,No,Sí,Sí,No,Sulfonamidas,Verde / No Urgente,122,80,75,18,36.7,99,163.8,73.1,27.2,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,3369195,2026-06-08 22:47:04
EXP-2026-05374,CATJ450814HPLSRS05,CATJ450814W60,José Luis,Castro,Torres,1945-08-14,80,MASCULINO,Puebla,20.461663,-97.683781,ISSSTEP,94-31-16-4737,Consulta General,Sí,Sí,No,No,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,122,77,73,14,36.3,99,169.2,85.3,29.8,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,3237922,2026-07-02 02:41:04
EXP-2026-05375,GUGJ161028HPLTRS05,GUGJ161028746,José,Gutiérrez,García,2016-10-28,9,MASCULINO,Puebla,19.001783,-98.30868,ISSSTEP,28-76-36-2463,Pediatría,No,Sí,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,119,82,77,16,36.6,97,113.8,15.3,11.8,Desnutrición / Bajo Peso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,3347517,2026-04-16 14:38:04
EXP-2026-05376,SERJ650305HPLÁMN09,SERJ650305735,Juan José,Sánchez,Ramírez,1965-03-05,61,MASCULINO,Puebla,18.964928,-97.853705,IMSS-Bienestar,25-75-47-6104,Urgencias,No,Sí,Sí,No,No,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,117,78,89,18,39.0,96,166.7,57.7,20.8,Normal,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,2348059,2026-02-21 14:43:04
EXP-2026-05377,MAHJ720608HPLRRR00,MAHJ720608X85,Jorge José,Martínez,Hernández,1972-06-08,54,MASCULINO,Puebla,19.693635,-96.940494,Particular,98-63-96-7179,Medicina Interna,No,Sí,No,No,No,Penicilina,Naranja / Urgencia,172,95,77,14,36.6,98,159.7,77.1,30.2,Obesidad,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,2819555,2026-04-17 15:25:04
EXP-2026-05378,GEGS720722MPLÓRF08,GEGS720722P84,Sofia,Gómez,García,1972-07-22,54,FEMENINO,Puebla,18.410579,-97.412275,ISSSTE,51-99-96-7138,Consulta General,Sí,Sí,Sí,No,No,Ninguna,Verde / No Urgente,119,77,70,16,36.4,97,157.2,38.3,15.5,Desnutrición / Bajo Peso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,6752908,2026-05-21 22:40:04
EXP-2026-05379,VUTP820816MPLÁRT03,VUTP820816F46,Patricia Gabriela,Vázquez,Torres,1982-08-16,43,FEMENINO,Puebla,20.639933,-98.275657,ISSSTEP,33-14-77-4978,Consulta General,Sí,Sí,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,116,80,69,18,36.3,99,148.1,68.1,31.0,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,4733790,2026-06-20 07:41:04
EXP-2026-05380,CADM890203HPLSÍN04,CADM890203H93,Manuel Luis,Castro,Díaz,1989-02-03,37,MASCULINO,Puebla,18.630033,-97.742601,IMSS-Bienestar,97-69-76-4477,Pediatría,No,No,No,No,No,Ninguna,Verde / No Urgente,118,78,72,18,36.3,96,156.5,83.3,34.0,Obesidad,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,9235899,2026-06-12 21:17:04
EXP-2026-05381,CUMR300215HPLRRC09,CUMR300215D22,Ricardo,Cruz,Martínez,1930-02-15,96,MASCULINO,Puebla,19.359194,-98.078665,IMSS-Bienestar,85-39-71-9387,Pediatría,No,Sí,No,Sí,Sí,Ninguna,Verde / No Urgente,121,81,77,18,36.7,98,170.5,52.5,18.1,Desnutrición / Bajo Peso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,4538436,2026-05-09 20:48:04
EXP-2026-05382,MAJF820531HPLRMR06,MAJF820531I90,Francisco Rafael,Martínez,Jiménez,1982-05-31,44,MASCULINO,Puebla,20.096498,-97.15654,IMSS-Bienestar,58-14-47-5366,Medicina Interna,Sí,Sí,No,No,No,Penicilina,Verde / No Urgente,120,76,77,16,36.4,96,173.5,89.9,29.9,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,2655453,2026-02-20 20:25:04
EXP-2026-05383,MOGA750123MPLRRN06,MOGA750123Q67,Ana Juana,Morales,García,1975-01-23,51,FEMENINO,Puebla,20.276999,-97.077102,IMSS-Bienestar,90-96-64-1768,Consulta General,Sí,Sí,No,No,No,Sulfonamidas,Amarillo / Valorable,118,81,107,20,38.4,96,153.7,73.3,31.0,Obesidad,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,6283582,2026-02-13 10:24:04
EXP-2026-05384,JIHT050208MPLMRR00,JIHT050208016,Teresa Teresa,Jiménez,Hernández,2005-02-08,21,FEMENINO,Puebla,19.051315,-97.405534,IMSS,48-38-33-3614,Consulta General,Sí,No,No,No,Sí,Sulfonamidas,Amarillo / Valorable,122,82,111,19,38.4,98,151.7,67.8,29.5,Sobrepeso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,5978536,2026-03-20 08:06:04
EXP-2026-05385,TOGV961110MPLRNR01,TOGV961110H16,Verónica Juana,Torres,González,1996-11-10,29,FEMENINO,Puebla,20.272525,-97.352965,IMSS,43-59-38-3528,Consulta General,Sí,No,No,No,No,Ninguna,Amarillo / Valorable,122,80,92,19,39.3,97,154.1,72.1,30.4,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,8880433,2026-07-16 09:46:04
EXP-2026-05386,LEFJ901107HPLÓLS03,LEFJ901107N67,Jesús Pedro,López,Flores,1990-11-07,35,MASCULINO,Puebla,19.620488,-97.059227,ISSSTEP,36-90-33-4492,Consulta General,No,Sí,No,No,No,Ninguna,Naranja / Urgencia,117,78,112,23,36.6,91,164.3,62.0,23.0,Normal,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,4920743,2026-04-10 15:35:04
EXP-2026-05387,SELT531103MPLÁÓR07,SELT531103I19,Teresa Carmen,Sánchez,López,1953-11-03,72,FEMENINO,Puebla,18.05525,-98.110807,ISSSTEP,47-77-59-9872,Consulta General,No,No,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,117,76,77,16,36.2,97,158.9,66.9,26.5,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,9332883,2026-06-21 13:05:04
EXP-2026-05388,MASA711102MPLRÁN07,MASA711102J70,Ana Margarita,Martínez,Sánchez,1971-11-02,54,FEMENINO,Puebla,18.259946,-98.092035,IMSS,98-27-30-2021,Medicina Interna,Sí,Sí,No,Sí,No,Ninguna,Verde / No Urgente,120,80,75,16,36.4,97,157.8,64.1,25.7,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,5851936,2026-07-04 11:45:04
EXP-2026-05389,GEGG381217MPLÓND08,GEGG381217M68,Guadalupe,Gómez,González,1938-12-17,87,FEMENINO,Puebla,18.077214,-97.914348,ISSSTEP,73-97-36-3855,Consulta General,Sí,Sí,No,No,No,Penicilina,Amarillo / Valorable,142,101,76,16,36.4,98,143.7,49.4,23.9,Normal,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,4320317,2026-07-06 18:51:04
EXP-2026-05390,MODP431111MPLRÍT07,MODP431111Q38,Patricia,Morales,Díaz,1943-11-11,82,FEMENINO,Puebla,18.46747,-97.10908,ISSSTE,59-23-84-3920,Pediatría,No,No,No,Sí,No,Penicilina,Naranja / Urgencia,168,103,73,18,36.3,96,154.4,61.9,26.0,Sobrepeso,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,3947881,2026-02-08 21:28:04
